animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
bird,black,Unknown,2020-02-20,injured  severe,wildlife,2021-02-20,2021-02-20,euthanasia,Not Adopted,5.145205479452055
bird,black,Unknown,2020-02-20,injured  severe,wildlife,2021-02-20,2021-02-20,euthanasia,Not Adopted,5.145205479452055
bird,black,Unknown,2020-02-20,injured  severe,wildlife,2021-02-20,2021-02-20,euthanasia,Not Adopted,5.145205479452055
cat,black,Female,2021-06-18,injured  severe,stray,2022-06-18,2022-06-18,euthanasia,Not Adopted,3.819178082191781
dog,white,Female,2013-03-11,normal,owner surrender,2017-03-11,2017-03-12,transfer,Not Adopted,12.095890410958905
cat,orange,Male,2024-03-27,ill moderatete,stray,2024-06-27,2024-06-27,euthanasia,Not Adopted,1.0438356164383562
cat,tortie,Spayed,2014-01-25,normal,stray,2017-01-25,2017-02-01,"shelter, neuter, return",Not Adopted,11.219178082191782
dog,brown,Spayed,2023-08-12,injured  severe,stray,2024-07-11,2024-10-27,adoption,Adopted,1.6684931506849314
dog,black,Neutered,2005-09-22,injured  moderate,owner surrender,2017-06-14,2017-06-22,rescue,Adopted,19.567123287671233
cat,gray tabby,Female,2017-10-06,under age/weight,stray,2017-10-08,2017-11-15,transfer,Not Adopted,7.52054794520548
cat,tortie,Female,2017-10-06,under age/weight,stray,2017-10-08,2017-11-15,transfer,Not Adopted,7.52054794520548
dog,chocolate,Spayed,2007-09-05,normal,owner surrender,2019-09-05,2019-10-06,adoption,Adopted,17.613698630136987
cat,brown  tabby,Unknown,2020-09-25,normal,stray,2020-11-04,2020-11-04,rescue,Adopted,4.5479452054794525
other,gray,Unknown,2022-04-06,injured  severe,wildlife,2024-04-06,2024-04-06,euthanasia,Not Adopted,3.0191780821917806
cat,brown  tabby,Unknown,2024-09-24,under age/weight,stray,2024-10-10,2024-10-10,euthanasia,Not Adopted,0.547945205479452
cat,brown  tabby,Male,2016-08-18,injured  severe,stray,2019-08-18,2019-08-18,died,Not Adopted,8.654794520547945
cat,brown  tabby,Female,2018-04-26,under age/weight,stray,2018-05-31,2018-06-08,rescue,Adopted,6.967123287671233
dog,white,Male,2016-05-19,normal,stray,2018-05-19,2018-05-25,transfer,Not Adopted,8.904109589041095
dog,brown,Neutered,2021-05-13,ill mild,stray,2022-11-18,2023-05-07,adoption,Adopted,3.9178082191780823
dog,black,Female,2022-11-12,normal,welfare seized,2023-11-12,2023-12-15,adoption,Adopted,2.4164383561643836
dog,gray,Male,2015-09-19,normal,stray,2018-09-19,2018-09-26,transfer,Not Adopted,9.56986301369863
cat,brown,Spayed,2014-09-18,normal,stray,2022-09-17,2022-10-09,rescue,Adopted,10.572602739726028
dog,cream,Male,2018-03-03,normal,owner surrender,2019-03-03,2019-03-04,transfer,Not Adopted,7.115068493150685
cat,gray tiger,Neutered,2020-02-10,normal,stray,2020-06-10,2020-06-12,adoption,Adopted,5.1726027397260275
dog,blonde,Neutered,2017-01-01,fractious,owner surrender,2018-09-19,2018-10-10,rescue,Adopted,8.282191780821918
cat,orange tabby,Neutered,2024-06-11,ill moderatete,stray,2024-09-11,2024-09-21,community cat,Not Adopted,0.8356164383561644
cat,black,Spayed,2024-03-20,normal,owner surrender,2024-05-22,2024-06-08,adoption,Adopted,1.063013698630137
dog,black,Male,2009-11-03,normal,owner surrender,2017-11-03,2017-11-04,transfer,Not Adopted,15.449315068493151
cat,brown  tabby,Neutered,2024-03-20,normal,owner surrender,2024-05-22,2024-05-24,adoption,Adopted,1.063013698630137
guinea pig,black,Female,2015-11-05,normal,owner surrender,2020-11-05,2020-11-30,transport,Not Adopted,9.441095890410958
cat,black,Female,2023-08-04,ill moderatete,stray,2023-09-19,2023-09-20,euthanasia,Not Adopted,1.6904109589041096
dog,tan,Male,2020-09-07,i/i report,stray,2023-09-07,2023-09-10,return to owner,Not Adopted,4.597260273972603
dog,brown brindle,Neutered,2024-02-04,normal,stray,2024-10-02,2024-10-24,adoption,Adopted,1.1863013698630136
cat,gray tabby,Female,2019-02-28,normal,stray,2020-02-28,2020-03-23,rescue,Adopted,6.123287671232877
cat,brown  tabby,Female,2020-09-25,under age/weight,stray,2020-10-25,2020-10-27,rescue,Adopted,4.5479452054794525
cat,brown  tabby,Unknown,2018-08-12,under age/weight,stray,2018-09-12,2018-09-12,euthanasia,Not Adopted,6.671232876712328
cat,black,Unknown,2015-01-19,ill mild,stray,2018-01-19,2018-01-19,euthanasia,Not Adopted,10.235616438356164
rabbit,white,Spayed,2023-02-26,normal,stray,2023-08-26,2023-11-08,rescue,Adopted,2.126027397260274
dog,brown,Male,2008-12-15,aged,owner surrender,2019-12-15,2020-01-17,rescue,Adopted,16.334246575342465
dog,black,Female,2022-12-01,normal,stray,2024-12-01,2024-12-01,return to owner,Not Adopted,2.3643835616438356
cat,black,Male,2016-04-02,injured  severe,stray,2021-04-02,2021-04-02,euthanasia,Not Adopted,9.032876712328767
dog,white,Male,2008-10-24,normal,stray,2017-08-21,2017-11-03,euthanasia,Not Adopted,16.476712328767125
dog,black,Male,2022-08-29,ill moderatete,owner surrender,2023-03-29,2023-04-01,rescue,Adopted,2.621917808219178
dog,brown,Male,2020-07-28,injured  mild,stray,2023-07-28,2023-07-28,return to owner,Not Adopted,4.7095890410958905
rabbit,tan,Neutered,2024-02-09,normal,stray,2024-08-07,2024-08-18,adoption,Adopted,1.1726027397260275
dog,brown,Female,2016-05-19,normal,stray,2018-05-19,2018-05-25,transfer,Not Adopted,8.904109589041095
cat,tortie,Female,2023-08-04,normal,stray,2023-09-07,2023-10-23,rescue,Adopted,1.6904109589041096
dog,brown brindle,Male,2023-07-26,ill severe,owner surrender,2023-11-26,2023-11-26,died,Not Adopted,1.715068493150685
cat,brown  tabby,Male,2017-10-02,under age/weight,stray,2017-10-26,2017-11-02,euthanasia,Not Adopted,7.531506849315068
dog,brown,Male,2022-12-01,normal,owner surrender,2023-03-16,2023-03-16,transfer,Not Adopted,2.3643835616438356
dog,tan,Female,2022-03-16,normal,owner surrender,2023-03-16,2023-03-16,transfer,Not Adopted,3.0767123287671234
dog,tan,Male,2023-12-02,injured  mild,stray,2024-06-29,2024-07-06,rescue,Adopted,1.3616438356164384
dog,black,Male,2022-12-01,normal,owner surrender,2023-03-16,2023-03-16,transfer,Not Adopted,2.3643835616438356
dog,tan,Unknown,2023-03-15,normal,owner surrender,2023-03-16,2023-03-24,rescue,Adopted,2.0794520547945203
dog,tricolor,Female,2022-09-16,normal,owner surrender,2023-03-16,2023-03-16,transfer,Not Adopted,2.5726027397260274
dog,white,Female,2022-12-01,normal,owner surrender,2023-03-16,2023-03-16,transfer,Not Adopted,2.3643835616438356
dog,black,Male,2012-07-03,ill severe,owner surrender,2024-07-17,2024-07-17,euthanasia,Not Adopted,12.783561643835617
dog,black,Neutered,2022-04-02,normal,stray,2022-09-02,2022-09-08,adoption,Adopted,3.03013698630137
cat,seal point,Female,2022-03-19,fractious,stray,2023-03-19,2023-03-19,rescue,Adopted,3.0684931506849313
cat,silver tabby,Female,2015-03-12,normal,stray,2018-03-12,2018-03-15,transfer,Not Adopted,10.093150684931507
dog,black,Male,2019-01-28,normal,stray,2019-07-26,2019-08-01,transfer,Not Adopted,6.208219178082191
cat,black,Neutered,2016-05-16,fractious,stray,2018-05-16,2018-05-31,"shelter, neuter, return",Not Adopted,8.912328767123288
other,gray,Unknown,2022-08-14,under age/weight,wildlife,2022-08-29,2022-08-30,rescue,Adopted,2.663013698630137
dog,tan,Male,2017-11-16,normal,owner surrender,2019-11-16,2019-11-16,transfer,Not Adopted,7.4082191780821915
cat,black,Unknown,2016-07-21,injured  severe,stray,2023-07-21,2023-07-21,euthanasia,Not Adopted,8.73150684931507
dog,brown,Male,2018-08-16,normal,owner surrender,2019-08-15,2019-08-16,transfer,Not Adopted,6.66027397260274
dog,black,Female,2015-08-12,injured  moderate,stray,2017-08-12,2017-08-19,adoption,Adopted,9.673972602739726
dog,tan,Spayed,2013-02-01,normal,stray,2017-02-01,2017-03-08,adoption,Adopted,12.2
dog,blue brindle,Neutered,2017-01-30,normal,safe keep,2019-01-30,2019-01-30,return to owner,Not Adopted,8.202739726027398
cat,flame point,Neutered,2013-06-14,injured  severe,stray,2017-07-23,2017-07-23,euthanasia,Not Adopted,11.835616438356164
bird,white,Unknown,2022-01-01,injured  severe,wildlife,2023-01-01,2023-01-01,euthanasia,Not Adopted,3.2794520547945205
cat,black,Spayed,2015-10-16,normal,welfare seized,2020-10-16,2020-11-04,adoption,Adopted,9.495890410958904
dog,white,Female,2016-08-28,normal,confiscate,2017-06-28,2017-06-29,return to owner,Not Adopted,8.627397260273973
cat,gray tabby,Female,2020-03-13,under age/weight,stray,2020-05-31,2020-06-10,rescue,Adopted,5.0849315068493155
cat,calico,Female,2017-05-13,under age/weight,stray,2017-06-06,2017-06-06,euthanasia,Not Adopted,7.920547945205479
other,gray,Unknown,2019-06-12,under age/weight,wildlife,2019-07-12,2019-07-13,return to wild habitat,Not Adopted,5.838356164383562
other,gray,Unknown,2019-06-12,under age/weight,wildlife,2019-07-12,2019-07-13,return to wild habitat,Not Adopted,5.838356164383562
cat,calico,Female,2005-09-22,ill mild,stray,2020-09-22,2021-02-11,rescue,Adopted,19.567123287671233
other,gray,Unknown,2019-06-12,under age/weight,wildlife,2019-07-12,2019-07-13,return to wild habitat,Not Adopted,5.838356164383562
dog,black,Female,2023-05-13,ill severe,stray,2023-10-13,2023-10-13,died,Not Adopted,1.917808219178082
cat,brown,Female,2004-09-27,normal,stray,2017-09-27,2017-10-01,euthanasia,Not Adopted,20.553424657534247
cat,brown  tabby,Female,2019-04-14,under age/weight,stray,2019-05-11,2019-05-22,rescue,Adopted,6
cat,black,Male,2023-07-25,ill severe,stray,2024-07-25,2024-07-26,euthanasia,Not Adopted,1.7178082191780821
cat,brown  tabby,Male,2019-04-14,under age/weight,stray,2019-05-11,2019-05-26,euthanasia,Not Adopted,6
dog,tan,Spayed,2008-03-29,normal,owner surrender,2017-03-29,2017-03-30,rescue,Adopted,17.04931506849315
cat,brown  tabby,Male,2018-06-20,under age/weight,stray,2018-06-23,2018-06-23,euthanasia,Not Adopted,6.816438356164384
cat,black,Female,2018-06-20,under age/weight,stray,2018-06-23,2018-06-23,euthanasia,Not Adopted,6.816438356164384
reptile,green,Female,2015-01-14,normal,stray,2018-01-14,2018-01-25,rescue,Adopted,10.24931506849315
other,brown,Unknown,2018-03-05,ill severe,wildlife,2021-03-05,2021-03-05,transfer,Not Adopted,7.109589041095891
cat,brown  tabby,Neutered,2014-08-24,fractious,stray,2018-08-24,2018-09-07,"shelter, neuter, return",Not Adopted,10.64109589041096
cat,brown  tabby,Neutered,2016-06-27,normal,stray,2018-06-27,2018-07-11,"shelter, neuter, return",Not Adopted,8.797260273972602
dog,black,Spayed,2015-06-15,normal,owner surrender,2018-08-03,2018-08-05,transfer,Not Adopted,9.832876712328767
dog,blue,Male,2018-05-23,normal,quarantine,2019-09-15,2019-10-03,return to owner,Not Adopted,6.8931506849315065
cat,brown  tabby,Unknown,2018-02-08,normal,stray,2018-09-08,2018-09-17,euthanasia,Not Adopted,7.178082191780822
dog,white,Spayed,2017-06-27,normal,stray,2019-03-20,2019-03-30,transfer,Not Adopted,7.7972602739726025
cat,black,Neutered,2013-08-15,normal,stray,2018-08-15,2018-08-21,"shelter, neuter, return",Not Adopted,11.665753424657535
dog,black,Spayed,2013-06-24,normal,quarantine,2020-08-28,2020-09-06,return to owner,Not Adopted,11.808219178082192
dog,white,Male,2009-05-26,normal,stray,2018-01-11,2018-01-11,return to owner,Not Adopted,15.89041095890411
dog,black,Female,2016-01-11,normal,stray,2018-01-11,2018-01-17,transfer,Not Adopted,9.257534246575343
bird,brown,Unknown,2016-09-13,injured  moderate,wildlife,2017-09-13,2017-09-14,euthanasia,Not Adopted,8.583561643835617
cat,tortie,Female,2017-04-23,ill severe,stray,2019-04-23,2019-05-05,transfer,Not Adopted,7.975342465753425
dog,tan,Spayed,2015-01-11,normal,stray,2018-01-11,2018-01-17,transfer,Not Adopted,10.257534246575343
dog,black,Male,2015-01-11,normal,stray,2018-01-11,2018-01-17,transfer,Not Adopted,10.257534246575343
bird,white,Unknown,2023-05-20,injured  severe,wildlife,2024-05-20,2024-05-20,euthanasia,Not Adopted,1.8986301369863015
wild,gray,Unknown,2017-03-02,under age/weight,wildlife,2017-03-30,2017-03-31,rescue,Adopted,8.117808219178082
dog,black,Female,2012-09-20,normal,stray,2017-09-20,2017-09-27,transfer,Not Adopted,12.567123287671233
cat,calico,Female,2016-10-23,normal,owner surrender,2017-02-23,2017-02-23,transfer,Not Adopted,8.473972602739726
cat,gray,Male,2017-10-22,ill severe,stray,2018-08-22,2018-08-22,died,Not Adopted,7.476712328767123
cat,lilac lynx point,Male,2015-02-23,normal,owner surrender,2017-02-23,2017-02-23,transfer,Not Adopted,10.139726027397261
dog,white,Spayed,2022-06-29,normal,owner surrender,2024-06-29,2024-07-03,adoption,Adopted,2.789041095890411
cat,white,Female,2017-02-06,under age/weight,owner surrender,2017-02-23,2017-02-23,transfer,Not Adopted,8.183561643835617
bird,black,Unknown,2021-11-15,injured  severe,wildlife,2023-11-15,2023-11-15,euthanasia,Not Adopted,3.408219178082192
cat,orange tabby,Male,2013-02-23,normal,owner surrender,2017-02-23,2017-02-24,transfer,Not Adopted,12.139726027397261
cat,calico,Female,2017-01-30,under age/weight,owner surrender,2017-02-23,2017-02-24,rescue,Adopted,8.202739726027398
cat,gray,Male,2017-08-10,under age/weight,stray,2017-09-10,2017-09-14,rescue,Adopted,7.676712328767123
cat,snowshoe,Neutered,2015-02-23,normal,owner surrender,2017-02-23,2017-04-21,adoption,Adopted,10.139726027397261
cat,black tabby,Neutered,2019-06-12,ill mild,stray,2022-06-12,2022-06-23,community cat,Not Adopted,5.838356164383562
cat,black,Male,2017-04-04,under age/weight,stray,2017-05-13,2017-05-18,rescue,Adopted,8.027397260273972
cat,gray,Spayed,2024-09-08,under age/weight,stray,2024-10-05,2024-11-27,adoption,Adopted,0.5917808219178082
cat,black,Male,2017-04-04,under age/weight,stray,2017-05-13,2017-05-18,rescue,Adopted,8.027397260273972
dog,white,Neutered,2012-04-05,normal,owner surrender,2018-04-05,2018-04-06,transfer,Not Adopted,13.027397260273972
dog,black,Female,2012-04-16,normal,confiscate,2019-04-16,2019-04-24,return to owner,Not Adopted,12.997260273972604
other,brown,Unknown,2018-05-09,injured  mild,wildlife,2021-05-09,2021-05-09,transfer,Not Adopted,6.931506849315069
cat,black,Unknown,2017-05-23,under age/weight,stray,2017-06-23,2017-06-30,transfer,Not Adopted,7.8931506849315065
dog,white,Male,2021-12-10,ill mild,stray,2022-12-10,2022-12-15,return to owner,Not Adopted,3.33972602739726
cat,brown  tabby,Male,2017-10-10,under age/weight,stray,2017-10-25,2017-11-05,transfer,Not Adopted,7.50958904109589
dog,white,Spayed,2009-08-27,normal,confiscate,2019-04-16,2019-04-24,return to owner,Not Adopted,15.635616438356164
reptile,brown,Unknown,2019-02-13,normal,owner surrender,2021-02-13,2021-02-22,rescue,Adopted,6.164383561643835
cat,gray tabby,Spayed,2024-08-13,ill mild,stray,2024-11-13,2024-12-13,adoption,Adopted,0.663013698630137
cat,blue,Male,2024-08-18,under age/weight,stray,2024-09-22,2024-10-08,rescue,Adopted,0.6493150684931507
cat,black,Spayed,2016-10-05,normal,stray,2017-10-05,2017-11-15,transfer,Not Adopted,8.523287671232877
cat,gray,Male,2024-08-18,under age/weight,stray,2024-09-22,2024-10-08,rescue,Adopted,0.6493150684931507
cat,orange tabby,Female,2019-07-07,under age/weight,stray,2019-08-07,2019-08-23,rescue,Adopted,5.76986301369863
cat,gray,Female,2024-08-18,under age/weight,stray,2024-09-22,2024-10-08,rescue,Adopted,0.6493150684931507
other,gray,Unknown,2024-01-28,injured  severe,wildlife,2024-07-28,2024-07-28,euthanasia,Not Adopted,1.2054794520547945
cat,gray tabby,Male,2022-05-10,under age/weight,stray,2022-06-03,2022-06-04,euthanasia,Not Adopted,2.926027397260274
cat,blonde,Neutered,2023-12-26,normal,stray,2024-02-10,2024-02-10,rescue,Adopted,1.295890410958904
cat,black,Female,2022-05-10,under age/weight,stray,2022-06-03,2022-06-04,euthanasia,Not Adopted,2.926027397260274
cat,brown  tabby,Spayed,2023-06-22,normal,owner surrender,2024-02-14,2024-02-28,adoption,Adopted,1.8082191780821917
cat,gray,Male,2022-05-10,under age/weight,stray,2022-06-03,2022-06-04,euthanasia,Not Adopted,2.926027397260274
other,black,Unknown,2023-10-19,injured  severe,wildlife,2024-04-19,2024-04-19,euthanasia,Not Adopted,1.4821917808219178
cat,black,Male,2022-05-10,under age/weight,stray,2022-06-03,2022-06-04,euthanasia,Not Adopted,2.926027397260274
dog,brown,Neutered,2017-07-21,normal,stray,2019-07-21,2019-08-21,adoption,Adopted,7.7315068493150685
cat,snowshoe,Female,2020-02-03,injured  mild,stray,2020-06-03,2020-06-10,transfer,Not Adopted,5.191780821917808
dog,tan,Female,2012-09-10,normal,owner surrender,2019-12-14,2019-12-18,adoption,Adopted,12.594520547945205
cat,black,Female,2023-06-29,ill mild,stray,2023-07-15,2023-07-15,euthanasia,Not Adopted,1.789041095890411
bird,black,Unknown,2022-06-05,ill moderatete,wildlife,2024-06-05,2024-06-05,transfer,Not Adopted,2.8547945205479452
cat,white,Male,2022-07-24,under age/weight,stray,2022-08-24,2022-10-07,rescue,Adopted,2.7205479452054795
dog,brown,Neutered,2012-08-25,normal,stray,2017-12-21,2017-12-27,return to owner,Not Adopted,12.638356164383561
cat,gray,Spayed,2022-07-24,under age/weight,stray,2022-08-24,2022-09-17,adoption,Adopted,2.7205479452054795
dog,brown,Spayed,2012-01-29,normal,owner surrender,2017-03-28,2017-06-11,adoption,Adopted,13.210958904109589
cat,calico,Spayed,2022-03-17,normal,owner surrender,2022-09-07,2022-10-01,adoption,Adopted,3.073972602739726
cat,silver lynx point,Spayed,2020-03-02,normal,stray,2020-07-02,2020-07-09,rescue,Adopted,5.115068493150685
cat,calico,Spayed,2022-04-28,normal,owner surrender,2022-08-17,2022-08-28,adoption,Adopted,2.958904109589041
cat,gray,Male,2018-07-24,under age/weight,stray,2018-08-14,2018-08-28,euthanasia,Not Adopted,6.723287671232876
cat,seal point,Male,2019-09-11,under age/weight,stray,2019-10-17,2019-10-25,rescue,Adopted,5.589041095890411
wild,brown,Unknown,2017-03-03,under age/weight,wildlife,2017-03-09,2017-03-09,rescue,Adopted,8.115068493150686
cat,lynx point,Spayed,2020-03-02,normal,stray,2020-07-02,2020-07-09,rescue,Adopted,5.115068493150685
dog,black,Neutered,2023-05-01,normal,stray,2024-05-01,2024-05-15,adoption,Adopted,1.9506849315068493
cat,brown  tabby,Male,2018-07-31,injured  severe,stray,2018-08-14,2018-08-14,euthanasia,Not Adopted,6.704109589041096
dog,brown,Male,2015-02-11,normal,stray,2018-02-11,2018-02-17,return to owner,Not Adopted,10.172602739726027
dog,blue merle,Spayed,2024-03-05,i/i report,stray,2024-12-05,2024-12-11,adoption,Adopted,1.104109589041096
dog,tan,Spayed,2013-12-08,ill mild,stray,2023-12-07,2023-12-08,return to owner,Not Adopted,11.35068493150685
cat,black,Spayed,2020-03-27,normal,return,2020-08-14,2020-09-09,rescue,Adopted,5.046575342465753
cat,orange,Female,2022-03-08,ill severe,stray,2022-04-08,2022-04-08,euthanasia,Not Adopted,3.0986301369863014
dog,white,Male,2015-06-23,welfare seizures,confiscate,2019-06-23,2019-07-08,transfer,Not Adopted,9.810958904109588
cat,brown  tabby,Neutered,2020-07-21,normal,stray,2020-10-21,2020-10-30,adoption,Adopted,4.728767123287671
cat,brown,Unknown,2015-08-24,injured  severe,stray,2018-08-24,2018-08-24,euthanasia,Not Adopted,9.64109589041096
cat,black,Spayed,2017-03-14,normal,stray,2018-04-28,2018-05-03,return to owner,Not Adopted,8.084931506849315
cat,gray,Female,2022-05-09,ill mild,stray,2022-06-09,2022-06-12,rescue,Adopted,2.9287671232876713
cat,white,Unknown,2018-04-23,under age/weight,stray,2018-05-15,2018-05-25,euthanasia,Not Adopted,6.975342465753425
cat,black,Female,2017-10-12,under age/weight,stray,2017-11-18,2017-11-18,euthanasia,Not Adopted,7.504109589041096
dog,brown,Female,2023-10-15,injured  severe,owner surrender,2024-10-15,2024-10-19,return to owner,Not Adopted,1.4931506849315068
